partReference,partRefer,rcCode,digitPart,supplierCode,companyName,tgpSuppliersCode,partLabel,moduleQuantity,moduleType,moduleVolume,moduleWeight,partWeight,moduleLength,moduleWidth,moduleHeight,partSpecificPackagingCode
240110882RE,240110882R,60,240110882R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CARPET 1-PASS COMPON,10,6,0.18,6.47,0.542,1000,600,300,CAR-G*06--
240111198RE,240111198R,60,240111198R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN - INST         ,2,40,0.005,0.656,0.278,300,200,90,CAR-G*40--
240111272RE,240111272R,99,240111272R99,276976SP,MOTHERSON SUMI LTD                      ,AS1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
240111373SE,240111373S,60,240111373S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-ENG            ,3,40,0.005,0.172,0.024,300,200,90,CAR-G*40--
240112622RE,240112622R,60,240112622R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-ENG            ,1,40,0.005,5.3,5.2,300,200,90,CAR-G*40--
240112897SE,240112897S,60,240112897S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-ENG            ,4,40,0.005,1.212,0.278,300,200,90,CAR-G*40--
240113703RE,240113703R,60,240113703R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,ENGINE K WIRING     ,1,11,0.048,5.605,5.175,600,400,200,CAR-G*11--
240114021RE,240114021R,99,240114021R99,276976SP,MOTHERSON SUMI LTD                      ,AS1,CABLAGE MOTEUR      ,1,9,0,3.5,3.5,600,400,300,CAR-G*09--
240114359SE,240114359S,60,240114359S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-ENG            ,2,40,0.005,0.656,0.278,300,200,90,CAR-G*40--
240114897RE,240114897R,60,240114897R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-ENG            ,1,10,0.06,4.2,3.7,600,400,250,CAR-G*10--
240115217RE,240115217R,60,240115217R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE BOUCLIER AR ,154,40,0.005,95.58,0.62,300,200,90,CAR-G*40--
240115242SE,240115242S,60,240115242S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-ENG            ,2,40,0.005,7.1,3.5,300,200,90,CAR-G*40--
240115467RE,240115467R,60,240115467R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN ENG            ,6,40,0.005,0.102,0.0004,300,200,90,CAR-G*40--
240115573SE,240115573S,60,240115573S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-ENG            ,2,40,0.005,0.104,0.0023,300,200,90,CAR-G*40--
240115611SE,240115611S,60,240115611S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-ENG            ,1,40,0.005,0.378,0.278,300,200,90,CAR-G*40--
240116479RE,240116479R,99,240116479R99,276976SP,MOTHERSON SUMI LTD                      ,AS1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
240116656RE,240116656R,60,240116656R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-ENG K4M        ,2,40,0.005,1.34,0.62,300,200,90,CAR-G*40--
240117396RE,240117396R,60,240117396R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-ENG            ,8,11,0.048,34.03,4.2,600,400,200,CAR-G*11--
240117396RE,240117396R,99,240117396R99,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-ENG            ,8,11,0.048,34.03,4.2,600,400,200,CAR-G*11--
240117437RE,240117437R,60,240117437R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-ENG            ,2,40,0.005,0.212,0.056,300,200,90,CAR-G*40--
240117749RE,240117749R,60,240117749R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLE MASSE BATTERIE,1,14,0,0.05,0.05,400,300,150,CAR-G*14--
240118228SE,240118228S,60,240118228S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-ENG            ,1,40,0.005,0.27,0.17,300,200,90,CAR-G*40--
240118461SE,240118461S,60,240118461S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-ENG            ,2,40,0.005,2.078,0.989,300,200,90,CAR-G*40--
240119420RE,240119420R,99,240119420R99,276976SP,MOTHERSON SUMI LTD                      ,AS1,ENGINE K WIRING     ,1,8,0.12,4.675,3.825,1000,400,300,CAR-G*08--
240119757SE,240119757S,60,240119757S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-ENG            ,3,40,0.005,3.067,0.989,300,200,90,CAR-G*40--
240119832RE,240119832R,99,240119832R99,276976SP,MOTHERSON SUMI LTD                      ,AS1,CABLAGE MOTEUR      ,1,9,0,3.5,3.5,600,400,300,CAR-G*09--
240140635SE,240140635S,60,240140635S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN SINGLE UNIT    ,4,40,0.005,5.46,1.34,300,200,90,CAR-G*40--
240140854RE,240140854R,60,240140854R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE MONOBLOC    ,1,40,0.005,4.9,4.8,300,200,90,CAR-G*40--
240140903SE,240140903S,60,240140903S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-SINGLE PART    ,1,11,0.048,4.63,4.2,600,400,200,CAR-G*11--
240141771SE,240141771S,60,240141771S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN SINGLE UNI     ,4,40,0.005,0.376,0.069,300,200,90,CAR-G*40--
240142169SE,240142169S,60,240142169S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN SINGLE UNIT    ,4,40,0.005,5.46,1.34,300,200,90,CAR-G*40--
240142256SE,240142256S,60,240142256S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-SINGLE PART    ,3,40,0.005,4.12,1.34,300,200,90,CAR-G*40--
240142414SE,240142414S,60,240142414S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-SINGLE PART    ,2,40,0.005,2.078,0.989,300,200,90,CAR-G*40--
240142603SE,240142603S,60,240142603S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN SINGLE UNI     ,2,3,0.3,8.93,3.69,1200,500,500,CAR-G*03--
240142755SE,240142755S,60,240142755S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-SINGLE PART    ,2,11,0.048,8.83,4.2,600,400,200,CAR-G*11--
240142788SE,240142788S,60,240142788S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-SINGLE PART    ,2,40,0.005,2.78,1.34,300,200,90,CAR-G*40--
240142840SE,240142840S,60,240142840S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-SINGLE PART    ,2,40,0.005,2.78,1.34,300,200,90,CAR-G*40--
240143684SE,240143684S,60,240143684S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-SINGLE PART    ,6,40,0.005,8.14,1.34,300,200,90,CAR-G*40--
240144217SE,240144217S,60,240144217S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-SINGLE PART    ,1,40,0.005,0.463,0.363,300,200,90,CAR-G*40--
240145043SE,240145043S,60,240145043S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN SINGLE UNI     ,4,3,0.3,16.31,3.69,1200,500,500,CAR-G*03--
240145856SE,240145856S,60,240145856S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN SINGLE UNI     ,5,13,0.024,9.27,1.8,400,300,200,CAR-G*13--
240146651SE,240146651S,60,240146651S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN SINGLE UNIT    ,1,40,0.005,1.06,0.96,300,200,90,CAR-G*40--
240147735SE,240147735S,60,240147735S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-SINGLE PART    ,1,40,0.005,0.463,0.363,300,200,90,CAR-G*40--
240147816SE,240147816S,60,240147816S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-SINGLE PART    ,4,40,0.005,5.46,1.34,300,200,90,CAR-G*40--
240149137SE,240149137S,60,240149137S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-SINGLE PART    ,2,40,0.005,0.826,0.363,300,200,90,CAR-G*40--
240149232SE,240149232S,60,240149232S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-SINGLE PART    ,2,40,0.005,2.78,1.34,300,200,90,CAR-G*40--
240149250SE,240149250S,60,240149250S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-SINGLE PART    ,1,40,0.005,4.9,4.8,300,200,90,CAR-G*40--
240155832RE,240155832R,60,240155832R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PLANCHE BORD,13,40,0.005,71.6,5.5,300,200,90,CAR-G*40--
240156056RE,240156056R,60,240156056R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
240157893RE,240157893R,60,240157893R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-RR BMPR        ,1,14,0.018,1.538,1.318,400,300,150,CAR-G*14--
240159505RE,240159505R,60,240159505R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-RR BMPR        ,3,40,0.005,1.405,0.435,300,200,90,CAR-G*40--
240180046SE,240180046S,99,240180046S99,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-ENG            ,1,11,0.048,6.67,6.24,600,400,200,CAR-G*11--
240180723VE,240180723V,60,240180723V60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-INST           ,4,3,0.3,16.31,3.69,1200,500,500,CAR-G*03--
240180979SE,240180979S,60,240180979S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-INST           ,1,8,0.12,7.09,6.24,1000,400,300,CAR-G*08--
240180979SE,240180979S,99,240180979S99,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-INST           ,1,8,0.12,7.09,6.24,1000,400,300,CAR-G*08--
240181315RE,240181315R,66,240181315R66,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-INST           ,1,9,0.072,7.06,6.5,600,400,300,CAR-G*09--
240182090SE,240182090S,99,240182090S99,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-ENG            ,1,11,0.048,6.67,6.24,600,400,200,CAR-G*11--
240183400VE,240183400V,60,240183400V60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-INST           ,1,40,0.005,1.089,0.989,300,200,90,CAR-G*40--
240184065SE,240184065S,60,240184065S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
240184181SE,240184181S,60,240184181S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
240184222RE,240184222R,60,240184222R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-GLOVE BOX      ,11,40,0.005,1.277,0.107,300,200,90,CAR-G*40--
240184529VE,240184529V,60,240184529V60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-INST           ,1,8,0.12,7.09,6.24,1000,400,300,CAR-G*08--
240184770SE,240184770S,99,240184770S99,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-ENG            ,1,11,0.048,6.67,6.24,600,400,200,CAR-G*11--
240184783SE,240184783S,60,240184783S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-ENG            ,1,11,0.048,6.67,6.24,600,400,200,CAR-G*11--
240184905RE,240184905R,60,240184905R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PLANCHE BORD,1,40,0.005,6.475,6.375,300,200,90,CAR-G*40--
240185214SE,240185214S,99,240185214S99,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-INST           ,1,8,0.12,7.09,6.24,1000,400,300,CAR-G*08--
240185227SE,240185227S,99,240185227S99,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-ENG            ,1,11,0.048,6.67,6.24,600,400,200,CAR-G*11--
240185400SE,240185400S,99,240185400S99,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-ENG            ,1,11,0.048,6.67,6.24,600,400,200,CAR-G*11--
240185656RE,240185656R,60,240185656R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARNESS - INSTRUMENT,1,8,0.12,10.857,10.007,1000,400,300,CAR-G*08--
240185938SE,240185938S,60,240185938S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
240186021RE,240186021R,99,240186021R99,276976SP,MOTHERSON SUMI LTD                      ,AS1,CABLAGE PLANCHE BORD,1,11,0,5.5,5.5,600,400,200,CAR-G*11--
240186102SE,240186102S,99,240186102S99,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-INST           ,1,8,0.12,7.09,6.24,1000,400,300,CAR-G*08--
240186109SE,240186109S,99,240186109S99,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-ENG            ,1,11,0.048,6.67,6.24,600,400,200,CAR-G*11--
240186181SE,240186181S,99,240186181S99,276976SP,MOTHERSON SUMI LTD                      ,AS1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
240186657VE,240186657V,60,240186657V60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-INST           ,4,40,0.005,1.212,0.278,300,200,90,CAR-G*40--
240186726SE,240186726S,99,240186726S99,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-INST           ,1,8,0.12,7.09,6.24,1000,400,300,CAR-G*08--
240186741SE,240186741S,99,240186741S99,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-ENG            ,1,11,0.048,6.67,6.24,600,400,200,CAR-G*11--
240187221SE,240187221S,99,240187221S99,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-INST           ,1,8,0.12,7.09,6.24,1000,400,300,CAR-G*08--
240187598SE,240187598S,99,240187598S99,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-ENG            ,1,11,0.048,6.67,6.24,600,400,200,CAR-G*11--
240187836SE,240187836S,99,240187836S99,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-INST           ,1,8,0.12,7.09,6.24,1000,400,300,CAR-G*08--
240188322VE,240188322V,60,240188322V60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-INST           ,2,40,0.005,2.078,0.989,300,200,90,CAR-G*40--
240188615SE,240188615S,60,240188615S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
240189053SE,240189053S,99,240189053S99,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-ENG            ,1,11,0.048,6.67,6.24,600,400,200,CAR-G*11--
240189094RE,240189094R,60,240189094R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-INST           ,4,16,0.008,0.84,0.175,300,200,125,CAR-G*16--
240802924RE,240802924R,60,240802924R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FACADE SUPPORT INTER,1,40,0.005,0.145,0.045,300,200,90,CAR-G*40--
240803132RE,240803132R,60,240803132R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FACADE SUPPORT INTER,1,40,0.005,0.145,0.045,300,200,90,CAR-G*40--
240804980RE,240804980R,60,240804980R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLE-BAT GROUNDVN I,1,40,0.005,0.85,0.75,300,200,90,CAR-G*40--
240805557RE,240805557R,60,240805557R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLE MASSE         ,1,40,0.005,0.145,0.045,300,200,90,CAR-G*40--
240806934RE,240806934R,60,240806934R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FACADE SUPPORT INTER,1,40,0.005,0.145,0.045,300,200,90,CAR-G*40--
240806972RB,240806972R,66,240806972R66,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLE-BAT BODY GROUN,2,40,0.005,0.238,0.069,300,200,90,CAR-G*40--
240808877RE,240808877R,60,240808877R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,FACADE SUPPORT INTER,1,40,0.005,0.145,0.045,300,200,90,CAR-G*40--
240809003RE,240809003R,60,240809003R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-GLOVE BOX      ,3,8,0.12,2.935,0.695,1000,400,300,CAR-G*08--
240809003RE,240809003R,99,240809003R99,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-GLOVE BOX      ,3,8,0.12,2.935,0.695,1000,400,300,CAR-G*08--
241240454RE,241240454R,60,241240454R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
241241875RE,241241875R,60,241241875R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PLANCHE BORD,10,11,0.048,55.43,5.5,600,400,200,CAR-G*11--
241243218RE,241243218R,60,241243218R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
241244524RE,241244524R,60,241244524R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
241245851RE,241245851R,99,241245851R99,276976SP,MOTHERSON SUMI LTD                      ,AS1,CABLAGE PORTE CONDUC,1,11,0,0.75,0.75,600,400,200,CAR-G*11--
241247223RE,241247223R,60,241247223R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-FR RH DOOR     ,2,40,0.005,2.078,0.989,300,200,90,CAR-G*40--
241247837RE,241247837R,60,241247837R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PLANCHE BORD,4,11,0.048,22.43,5.5,600,400,200,CAR-G*11--
241247837RE,241247837R,99,241247837R99,276976SP,MOTHERSON SUMI LTD                      ,AS1,CABLAGE PLANCHE BORD,4,11,0.048,22.43,5.5,600,400,200,CAR-G*11--
241250814RE,241250814R,60,241250814R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-INST           ,6,40,0.005,1.768,0.278,300,200,90,CAR-G*40--
241251759RE,241251759R,60,241251759R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PORTE AV D  ,3,14,0.018,0.505,0.095,400,300,150,CAR-G*14--
241252503RE,241252503R,60,241252503R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
241255216RE,241255216R,60,241255216R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
241256430RE,241256430R,60,241256430R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
241258277RE,241258277R,99,241258277R99,276976SP,MOTHERSON SUMI LTD                      ,AS1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
241258423RE,241258423R,60,241258423R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-PASS DOORNDAN I,10,10,0.06,8,0.75,600,400,250,CAR-G*10--
241258423RE,241258423R,99,241258423R99,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-PASS DOORNDAN I,10,10,0.06,8,0.75,600,400,250,CAR-G*10--
241261644RE,241261644R,60,241261644R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN - INST         ,12,40,0.005,3.436,0.278,300,200,90,CAR-G*40--
241261798RE,241261798R,60,241261798R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PORTE AR    ,1,40,0.005,0.182,0.082,300,200,90,CAR-G*40--
241264352RE,241264352R,60,241264352R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-RR DOOR        ,4,16,0.008,0.84,0.175,300,200,125,CAR-G*16--
241264668RE,241264668R,99,241264668R99,276976SP,MOTHERSON SUMI LTD                      ,AS1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
241267377RE,241267377R,60,241267377R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PORTE AV D  ,1,14,0.018,0.286,0.066,400,300,150,CAR-G*14--
241361149RD,241361149R,60,241361149R60,293940,GRUPO COSMOS INDIA PRIVATE LTD          ,0,DB BRACKET          ,210,YH,0.017,14.833,0.068,355,270,175,CAR-S-3961
241384260RD,241384260R,64,241384260R64,424797,JBM AUTO LIMITED                        ,0,BRKT-MULTIFUNCTION H,1500,YF,0.012,6.497,0.004,355,270,120,CAR-S-3958
241600600RE,241600600R,60,241600600R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
241601381RE,241601381R,60,241601381R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
241604560RE,241604560R,60,241604560R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-ROOF LAMP      ,1,40,0.005,2.3,2.2,300,200,90,CAR-G*40--
241606060RE,241606060R,60,241606060R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN - INST         ,4,40,0.005,4.056,0.989,300,200,90,CAR-G*40--
241606108RE,241606108R,60,241606108R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-ROOF LAMP      ,1,16,0.008,0.315,0.175,300,200,125,CAR-G*16--
241606537RE,241606537R,60,241606537R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-ROOF LAMP      ,1,40,0.005,2.3,2.2,300,200,90,CAR-G*40--
241608469RE,241608469R,99,241608469R99,276976SP,MOTHERSON SUMI LTD                      ,AS1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
241608673RE,241608673R,60,241608673R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,CABLAGE PLANCHE BORD,1,11,0.048,5.93,5.5,600,400,200,CAR-G*11--
241609003RE,241609003R,60,241609003R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-ROOF LAMP      ,1,40,0.005,2.3,2.2,300,200,90,CAR-G*40--
241631878RE,241631878R,60,241631878R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN - INST         ,2,40,0.005,0.656,0.278,300,200,90,CAR-G*40--
241632822SE,241632822S,60,241632822S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-RR             ,4,16,0.008,0.84,0.175,300,200,125,CAR-G*16--
241633116RE,241633116R,60,241633116R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-RR             ,1,16,0.008,0.315,0.175,300,200,125,CAR-G*16--
241635635RE,241635635R,60,241635635R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-RR             ,1,40,0.005,0.72,0.62,300,200,90,CAR-G*40--
241637032SE,241637032S,60,241637032S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-RR             ,3,16,0.008,0.665,0.175,300,200,125,CAR-G*16--
241639303RE,241639303R,60,241639303R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-RR             ,1,11,0,1.76,1.76,600,400,200,CAR-G*11--
241639303RE,241639303R,99,241639303R99,276976SP,MOTHERSON SUMI LTD                      ,AS1,HARN-RR             ,1,11,0,1.76,1.76,600,400,200,CAR-G*11--
241639700SE,241639700S,60,241639700S60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,HARN-RR             ,5,16,0.008,1.015,0.175,300,200,125,CAR-G*16--
241A01153RD,241A01153R,60,241A01153R60,299539,SCAPA                                   ,0,"TAPE-ADESHIVE, HARN ",8000,YT,0.026,14.349,0.0017,545,355,135,CAR-S-3984
242102273RD,242102273R,60,242102273R60,26375001,MOTHERSON (MATE)                        ,0,CLIP LOCALIZATOR    ,500,YH,0.017,1.053,0.001,355,270,175,CAR-S-3961
242108634RE,242108634R,59,242108634R59,402603SP,ARAYMOND                                ,AS1,SUPPORTING CLIP     ,150,40,0.005,0.76,0.0044,300,200,90,CAR-G*40--
242108634RE,242108634R,60,242108634R60,270697,NISSAN MOTORS INDIA P LTD               ,SR1,SUPPORTING CLIP     ,150,40,0.005,0.76,0.0044,300,200,90,CAR-G*40--
242395X23AC,242395X23A,CD,242395X23ACD,008AF6  ,VICTORA AUTO PVT. LTD                   ,NIS,BRKT-CLIP           ,20,*4,0.018,3,0.07,386,280,171,NIS---0004
